vtuber_id,name,name_en,platform,channel_id,channel_url,channel_name,followers,debut_date,affiliation,last_live_at,last_live_title,twitter_id,community_link,source,collected_at
RczkcEEyAnHXJ4rgyct4,민루잼,,chzzk,cb4b5ef6ed487f102a0f2eb2eb6c381e,https://chzzk.naver.com/cb4b5ef6ed487f102a0f2eb2eb6c381e,민루잼,3994,,,2026-06-09 16:11:02,야rrrrrrrrr,,,mysmallvtuber.net,2026-06-09T07:19:45Z
pxPud4g4bbmGJFUBN3NR,해마슈,,youtube,UCOUyoARSUlxl5fDFfTuALDQ,https://www.youtube.com/channel/UCOUyoARSUlxl5fDFfTuALDQ,해마슈,575,2022-08-29,,2026-06-09 16:10:03,[RE:WAVE] 복귀마슈,seahorshu,https://cafe.naver.com/seahorshu,mysmallvtuber.net,2026-06-09T07:19:45Z
pxPud4g4bbmGJFUBN3NR,해마슈,,soop,saehorshu,https://ch.sooplive.co.kr/saehorshu,해마슈,2204,2022-08-29,,2026-06-09 16:10:03,[RE:WAVE] 복귀마슈,seahorshu,https://cafe.naver.com/seahorshu,mysmallvtuber.net,2026-06-09T07:19:45Z
ZxRjpJ4E2X64Dqfu6ZQu,쩡슈,,chzzk,5b91eb17cb5f839bb6df200fa31f82dd,https://chzzk.naver.com/5b91eb17cb5f839bb6df200fa31f82dd,쩡슈,2201,2024-09-19,,2026-06-09 16:04:02,멘헤라 쌔게와따...,,https://discord.gg/5tXH3aA2S3,mysmallvtuber.net,2026-06-09T07:19:45Z
dmcgwbXYK2rdJkvuEntk,비화 Bihwa,Bihwa,youtube,UCKdhnPZx9aV7lBkvt3bftpQ,https://www.youtube.com/channel/UCKdhnPZx9aV7lBkvt3bftpQ,비화 Bihwa,2530,2025-11-08,,2026-06-09 16:03:02,[사령화] 아직 밤티 목소리인 김비화,Bihwa_SRH2,https://cafe.naver.com/grimproduction,mysmallvtuber.net,2026-06-09T07:19:45Z
dmcgwbXYK2rdJkvuEntk,비화 Bihwa,Bihwa,chzzk,521b37e8cd74b933501d3d1ad4d5031c,https://chzzk.naver.com/521b37e8cd74b933501d3d1ad4d5031c,비화 Bihwa,3556,2025-11-08,,2026-06-09 16:03:02,[사령화] 아직 밤티 목소리인 김비화,Bihwa_SRH2,https://cafe.naver.com/grimproduction,mysmallvtuber.net,2026-06-09T07:19:45Z
vaF2wnSv7NRGNLrBPVab,네오 나루,,youtube,UCMT86hiNPnDW0_1Io63Nk7A,https://www.youtube.com/channel/UCMT86hiNPnDW0_1Io63Nk7A,히즈키 나루,2730,2023-07-14,,2026-06-09 16:12:03,명뉴비 루시 뽑아야 하나요,,https://cafe.naver.com/owohehe,mysmallvtuber.net,2026-06-09T07:19:45Z
vaF2wnSv7NRGNLrBPVab,네오 나루,,youtube,UCNSM3AQGb0j1q5cgBY5Xqng,https://www.youtube.com/channel/UCNSM3AQGb0j1q5cgBY5Xqng,알배추나루,440,2023-07-14,,2026-06-09 16:12:03,명뉴비 루시 뽑아야 하나요,,https://cafe.naver.com/owohehe,mysmallvtuber.net,2026-06-09T07:19:45Z
vaF2wnSv7NRGNLrBPVab,네오 나루,,chzzk,f7e71c69f222a684ed3e323e025d1fa7,https://chzzk.naver.com/f7e71c69f222a684ed3e323e025d1fa7,네오 나루,3668,2023-07-14,,2026-06-09 16:12:03,명뉴비 루시 뽑아야 하나요,,https://cafe.naver.com/owohehe,mysmallvtuber.net,2026-06-09T07:19:45Z
3chPqkkBe29wS29xa2an,얀제리,,youtube,UC67QupJfgXjatCWqRQ78Utw,https://www.youtube.com/channel/UC67QupJfgXjatCWqRQ78Utw,얀제리 YANJERRY,1870,2023-02-19,,2026-06-09 16:11:02,빵까루,,https://cafe.naver.com/yanjerry,mysmallvtuber.net,2026-06-09T07:19:45Z
3chPqkkBe29wS29xa2an,얀제리,,youtube,UCHkQnhWxLcaHfgdmq1R0-5Q,https://www.youtube.com/channel/UCHkQnhWxLcaHfgdmq1R0-5Q,얀제리 다시보기,161,2023-02-19,,2026-06-09 16:11:02,빵까루,,https://cafe.naver.com/yanjerry,mysmallvtuber.net,2026-06-09T07:19:45Z
3chPqkkBe29wS29xa2an,얀제리,,chzzk,e0f485296633184ce2048e8f0270345e,https://chzzk.naver.com/e0f485296633184ce2048e8f0270345e,얀제리,2039,2023-02-19,,2026-06-09 16:11:02,빵까루,,https://cafe.naver.com/yanjerry,mysmallvtuber.net,2026-06-09T07:19:45Z
zYW3RNwk3bZByTEy4aNq,담아 DamA,DamA,youtube,UCXyGroMxwKGa4IT4a8QF99w,https://www.youtube.com/channel/UCXyGroMxwKGa4IT4a8QF99w,담아 DamA,1800,2025-11-07,,2026-06-09 16:12:03,링피트 이제 앞으로 2번남았따 (●′¬′● ),DamA_0804,https://cafe.naver.com/dama0804,mysmallvtuber.net,2026-06-09T07:19:45Z
zYW3RNwk3bZByTEy4aNq,담아 DamA,DamA,youtube,UC4KaglyAcBiDhsc6zYUc83w,https://www.youtube.com/channel/UC4KaglyAcBiDhsc6zYUc83w,담아_담시보기,204,2025-11-07,,2026-06-09 16:12:03,링피트 이제 앞으로 2번남았따 (●′¬′● ),DamA_0804,https://cafe.naver.com/dama0804,mysmallvtuber.net,2026-06-09T07:19:45Z
zYW3RNwk3bZByTEy4aNq,담아 DamA,DamA,chzzk,7ef206fc7c057132698b31b3b1c3acdf,https://chzzk.naver.com/7ef206fc7c057132698b31b3b1c3acdf,담아 DamA,3021,2025-11-07,,2026-06-09 16:12:03,링피트 이제 앞으로 2번남았따 (●′¬′● ),DamA_0804,https://cafe.naver.com/dama0804,mysmallvtuber.net,2026-06-09T07:19:45Z
SKD4y3XKHrS5n9jH3aC6,후츄후츄,,chzzk,8b14aeaab59c1896ff9350a4a03515d3,https://chzzk.naver.com/8b14aeaab59c1896ff9350a4a03515d3,후츄후츄,1934,,,2026-06-09 16:05:02,추웠다 더웠다 추웠다 더웠다,,,mysmallvtuber.net,2026-06-09T07:19:45Z
V6k4CKrHYES4Dejt2kUY,도월하,,youtube,UCt8qot21__2n65Bezy5Qj2g,https://www.youtube.com/channel/UCt8qot21__2n65Bezy5Qj2g,도월하,579,2024-05-12,,2026-06-09 16:04:02,❤️3시)온탕냉탕 싱크룸!(w.백월야)❤️6월 신의상/비키니 [33/330],dowolha,https://cafe.naver.com/twitchwolha,mysmallvtuber.net,2026-06-09T07:19:45Z
V6k4CKrHYES4Dejt2kUY,도월하,,youtube,UCapfXBOkITHbhjya7fG4X7g,https://www.youtube.com/channel/UCapfXBOkITHbhjya7fG4X7g,도월하의 다시보기,45,2024-05-12,,2026-06-09 16:04:02,❤️3시)온탕냉탕 싱크룸!(w.백월야)❤️6월 신의상/비키니 [33/330],dowolha,https://cafe.naver.com/twitchwolha,mysmallvtuber.net,2026-06-09T07:19:45Z
V6k4CKrHYES4Dejt2kUY,도월하,,soop,soya4567,https://ch.sooplive.co.kr/soya4567,도월하,942,2024-05-12,,2026-06-09 16:04:02,❤️3시)온탕냉탕 싱크룸!(w.백월야)❤️6월 신의상/비키니 [33/330],dowolha,https://cafe.naver.com/twitchwolha,mysmallvtuber.net,2026-06-09T07:19:45Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,youtube,UCBBhayqr0YGQkks2SuC27sg,https://www.youtube.com/channel/UCBBhayqr0YGQkks2SuC27sg,김뀰빵,1590,,,2026-06-09 16:06:02,좋은 오후~,,,mysmallvtuber.net,2026-06-09T07:19:45Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,youtube,UCmO3W-SjJYy2QGu7KicdIpQ,https://www.youtube.com/channel/UCmO3W-SjJYy2QGu7KicdIpQ,긴뀰빵,1250,,,2026-06-09 16:06:02,좋은 오후~,,,mysmallvtuber.net,2026-06-09T07:19:45Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,chzzk,c29e893346300b5e778320c11820ab42,https://chzzk.naver.com/c29e893346300b5e778320c11820ab42,김뀰빵,2269,,,2026-06-09 16:06:02,좋은 오후~,,,mysmallvtuber.net,2026-06-09T07:19:45Z
wseZdBqwZjnYTcECYmQv,달라찌,,youtube,UCHWsn3BM2cCdikTlocCzBaQ,https://www.youtube.com/channel/UCHWsn3BM2cCdikTlocCzBaQ,달라찌,135,2024-09-28,,2026-06-09 16:04:02,아자쓰~~~~,moonrazzi,,mysmallvtuber.net,2026-06-09T07:19:45Z
wseZdBqwZjnYTcECYmQv,달라찌,,chzzk,88e7b369cd1e4614e0cb61e45455c834,https://chzzk.naver.com/88e7b369cd1e4614e0cb61e45455c834,달라찌,350,2024-09-28,,2026-06-09 16:04:02,아자쓰~~~~,moonrazzi,,mysmallvtuber.net,2026-06-09T07:19:45Z
a7c5kKpnVdteddtD6VbH,모푸,,youtube,UChDcxaTtvQ_Y9EaB-CNoCEg,https://www.youtube.com/channel/UChDcxaTtvQ_Y9EaB-CNoCEg,모푸,5310,2024-12-15,,2026-06-09 16:10:03,오랭만이에오천년만년만에봐요 ☁️,mopupuri,https://cafe.naver.com/mopu,mysmallvtuber.net,2026-06-09T07:19:45Z
a7c5kKpnVdteddtD6VbH,모푸,,youtube,UCjyyrJGb0Lhf7F8dAp4arEw,https://www.youtube.com/channel/UCjyyrJGb0Lhf7F8dAp4arEw,모푸 다시보기,533,2024-12-15,,2026-06-09 16:10:03,오랭만이에오천년만년만에봐요 ☁️,mopupuri,https://cafe.naver.com/mopu,mysmallvtuber.net,2026-06-09T07:19:45Z
a7c5kKpnVdteddtD6VbH,모푸,,chzzk,1686a04d1a643498d39f2fb50459c0ac,https://chzzk.naver.com/1686a04d1a643498d39f2fb50459c0ac,모푸,5075,2024-12-15,,2026-06-09 16:10:03,오랭만이에오천년만년만에봐요 ☁️,mopupuri,https://cafe.naver.com/mopu,mysmallvtuber.net,2026-06-09T07:19:45Z
btdSYPbW6xfHa4ZJK7zk,아 즈 AZ,AZ,youtube,UCG90QwbnFDSkMPnKpRzNWnQ,https://www.youtube.com/channel/UCG90QwbnFDSkMPnKpRzNWnQ,아즈 AZ,7020,2025-11-01,,2026-06-09 16:10:03,[HEXIA] 첫 생일에 촉슈 마구마구 헥헥,Hexia_AZ,,mysmallvtuber.net,2026-06-09T07:19:45Z
btdSYPbW6xfHa4ZJK7zk,아 즈 AZ,AZ,youtube,UC7flM-UuwRJJLCGcJ13Wpag,https://www.youtube.com/channel/UC7flM-UuwRJJLCGcJ13Wpag,아즈 다시보기,479,2025-11-01,,2026-06-09 16:10:03,[HEXIA] 첫 생일에 촉슈 마구마구 헥헥,Hexia_AZ,,mysmallvtuber.net,2026-06-09T07:19:45Z
btdSYPbW6xfHa4ZJK7zk,아 즈 AZ,AZ,chzzk,e2640468861f80d658873c25dc69e32b,https://chzzk.naver.com/e2640468861f80d658873c25dc69e32b,아 즈 AZ,8596,2025-11-01,,2026-06-09 16:10:03,[HEXIA] 첫 생일에 촉슈 마구마구 헥헥,Hexia_AZ,,mysmallvtuber.net,2026-06-09T07:19:45Z
bdXjKsZtpJqCF8eaFTrf,따리DDARY,DDARY,youtube,UCvk7-niWI5cJBRzWBgAoyfw,https://www.youtube.com/channel/UCvk7-niWI5cJBRzWBgAoyfw,따리,47,2025-03-15,,2026-06-09 16:11:02,탐험주간,ddary_bbo,https://cafe.naver.com/fotionclass,mysmallvtuber.net,2026-06-09T07:19:45Z
bdXjKsZtpJqCF8eaFTrf,따리DDARY,DDARY,youtube,UCZ4q8qifjC4isbyrj5Xxi8g,https://www.youtube.com/channel/UCZ4q8qifjC4isbyrj5Xxi8g,따리를 다시봐요,24,2025-03-15,,2026-06-09 16:11:02,탐험주간,ddary_bbo,https://cafe.naver.com/fotionclass,mysmallvtuber.net,2026-06-09T07:19:45Z
bdXjKsZtpJqCF8eaFTrf,따리DDARY,DDARY,chzzk,0d97f92e538f91caacdeea24ee3dd340,https://chzzk.naver.com/0d97f92e538f91caacdeea24ee3dd340,따리DDARY,684,2025-03-15,,2026-06-09 16:11:02,탐험주간,ddary_bbo,https://cafe.naver.com/fotionclass,mysmallvtuber.net,2026-06-09T07:19:45Z
ttVDpPsMvW7XreWkt3te,모부이,,youtube,UClOTBiZzh3hXhfqqMwJWPHg,https://www.youtube.com/channel/UClOTBiZzh3hXhfqqMwJWPHg,모부이,361,2025-03-04,,2026-06-09 16:11:02,헬스 가기 전 듀오랭(w. 부보),mobui0304,https://cafe.naver.com/mobuuu,mysmallvtuber.net,2026-06-09T07:19:45Z
ttVDpPsMvW7XreWkt3te,모부이,,chzzk,e5c088b7846ce73c07e27d9bacc719f0,https://chzzk.naver.com/e5c088b7846ce73c07e27d9bacc719f0,모부이,494,2025-03-04,,2026-06-09 16:11:02,헬스 가기 전 듀오랭(w. 부보),mobui0304,https://cafe.naver.com/mobuuu,mysmallvtuber.net,2026-06-09T07:19:45Z
KG8M8gKpVT6dW72Fh4tC,또맹이,,youtube,UCcBatBLuQ9Io-zXqbq5bNow,https://www.youtube.com/channel/UCcBatBLuQ9Io-zXqbq5bNow,또맹이,469,2024-01-08,,2026-06-09 16:10:03,봉누도 진짜 모르는 뇌 봉누도 할 때 다른 곳에 있었음 128강 푹먹 해볼께요,ddomaeng2,https://cafe.naver.com/juuce,mysmallvtuber.net,2026-06-09T07:19:45Z
KG8M8gKpVT6dW72Fh4tC,또맹이,,youtube,UCpCE3MIqiBQyFtxI8dR6iBA,https://www.youtube.com/channel/UCpCE3MIqiBQyFtxI8dR6iBA,또맹이 발자국,15,2024-01-08,,2026-06-09 16:10:03,봉누도 진짜 모르는 뇌 봉누도 할 때 다른 곳에 있었음 128강 푹먹 해볼께요,ddomaeng2,https://cafe.naver.com/juuce,mysmallvtuber.net,2026-06-09T07:19:45Z
KG8M8gKpVT6dW72Fh4tC,또맹이,,chzzk,80431a7540076a4d6d2c29fa68709136,https://chzzk.naver.com/80431a7540076a4d6d2c29fa68709136,또맹이,1099,2024-01-08,,2026-06-09 16:10:03,봉누도 진짜 모르는 뇌 봉누도 할 때 다른 곳에 있었음 128강 푹먹 해볼께요,ddomaeng2,https://cafe.naver.com/juuce,mysmallvtuber.net,2026-06-09T07:19:45Z
HjcQfp9VGwpThhCmWFhH,방찌,,youtube,UCXkW_NQa79FM1mNWnTm2X-w,https://www.youtube.com/channel/UCXkW_NQa79FM1mNWnTm2X-w,방찌,21800,2023-09-17,,2026-06-09 16:09:02,모시모시 키코에테루?,,https://cafe.naver.com/bangjjeefan,mysmallvtuber.net,2026-06-09T07:19:45Z
HjcQfp9VGwpThhCmWFhH,방찌,,chzzk,fd3b54f2ce729c7a7172ed639720632d,https://chzzk.naver.com/fd3b54f2ce729c7a7172ed639720632d,방찌,25506,2023-09-17,,2026-06-09 16:09:02,모시모시 키코에테루?,,https://cafe.naver.com/bangjjeefan,mysmallvtuber.net,2026-06-09T07:19:45Z
fBEa44RmPb2Bu2favwRn,아쿠루,,youtube,UCe4SwGmyN6rN154PgCRJKlA,https://www.youtube.com/channel/UCe4SwGmyN6rN154PgCRJKlA,아쿠루 ch.,18000,2021-12-20,,2026-06-09 16:08:02,블루 아카이브 최종장 스토리 풀더빙!💀,Akuru_666,https://cafe.naver.com/isoropia,mysmallvtuber.net,2026-06-09T07:19:45Z
fBEa44RmPb2Bu2favwRn,아쿠루,,youtube,UC2qJ2uWAHnoeg1_Jn1tu15Q,https://www.youtube.com/channel/UC2qJ2uWAHnoeg1_Jn1tu15Q,아쿠루의 꽉찬A,889,2021-12-20,,2026-06-09 16:08:02,블루 아카이브 최종장 스토리 풀더빙!💀,Akuru_666,https://cafe.naver.com/isoropia,mysmallvtuber.net,2026-06-09T07:19:45Z
fBEa44RmPb2Bu2favwRn,아쿠루,,chzzk,78cc61cc55bb3fad7f027d717ce61630,https://chzzk.naver.com/78cc61cc55bb3fad7f027d717ce61630,아쿠루,11204,2021-12-20,,2026-06-09 16:08:02,블루 아카이브 최종장 스토리 풀더빙!💀,Akuru_666,https://cafe.naver.com/isoropia,mysmallvtuber.net,2026-06-09T07:19:45Z
YSWnhqgVNtjPnPHmmnTz,미니멜로,,youtube,UC8vRXCc8WyRfJijmMrbEgMQ,https://www.youtube.com/channel/UC8vRXCc8WyRfJijmMrbEgMQ,미니멜로,17100,2025-02-14,,2026-06-09 16:05:02,프리카 이벤트 스토리🍓,luyminy,https://cafe.naver.com/minimallow,mysmallvtuber.net,2026-06-09T07:19:45Z
YSWnhqgVNtjPnPHmmnTz,미니멜로,,youtube,UCR88yyw5P5sgUJOw_ZDln6g,https://www.youtube.com/channel/UCR88yyw5P5sgUJOw_ZDln6g,미니멜로 도서관,20900,2025-02-14,,2026-06-09 16:05:02,프리카 이벤트 스토리🍓,luyminy,https://cafe.naver.com/minimallow,mysmallvtuber.net,2026-06-09T07:19:45Z
YSWnhqgVNtjPnPHmmnTz,미니멜로,,chzzk,e4b12ad6a22d3e8d1dd8a79522cca667,https://chzzk.naver.com/e4b12ad6a22d3e8d1dd8a79522cca667,미니멜로,16420,2025-02-14,,2026-06-09 16:05:02,프리카 이벤트 스토리🍓,luyminy,https://cafe.naver.com/minimallow,mysmallvtuber.net,2026-06-09T07:19:45Z
LcgscFFpMu6TpA7q6Uyb,자두뇨끼,,youtube,UCIV7zR_Ub9NvZihvxMic7vg,https://www.youtube.com/channel/UCIV7zR_Ub9NvZihvxMic7vg,자두뇨끼,545,,,2026-06-09 16:05:02,봉켓몬 대비 포켓몬 공부 겸 천관산 리벤지 ;; 근데 잘 몰라요 [몽상컴퍼니],,https://cafe.naver.com/zadugnocchi,mysmallvtuber.net,2026-06-09T07:19:45Z
LcgscFFpMu6TpA7q6Uyb,자두뇨끼,,youtube,UCx0th5-FOdYP071oinFN78Q,https://www.youtube.com/channel/UCx0th5-FOdYP071oinFN78Q,자두뇨끼 다시보기,1670,,,2026-06-09 16:05:02,봉켓몬 대비 포켓몬 공부 겸 천관산 리벤지 ;; 근데 잘 몰라요 [몽상컴퍼니],,https://cafe.naver.com/zadugnocchi,mysmallvtuber.net,2026-06-09T07:19:45Z
LcgscFFpMu6TpA7q6Uyb,자두뇨끼,,chzzk,55cad23e436b9b31f5e0fffe3d588194,https://chzzk.naver.com/55cad23e436b9b31f5e0fffe3d588194,자두뇨끼,10069,,,2026-06-09 16:05:02,봉켓몬 대비 포켓몬 공부 겸 천관산 리벤지 ;; 근데 잘 몰라요 [몽상컴퍼니],,https://cafe.naver.com/zadugnocchi,mysmallvtuber.net,2026-06-09T07:19:45Z
2NqFsWaZtDbwNRfhfTtQ,하 쁘,,youtube,UCITcfHU-vhr-pti9mifObvA,https://www.youtube.com/channel/UCITcfHU-vhr-pti9mifObvA,하쁘 HALF,3720,2020-07-07,,2026-06-09 16:05:02,3시 성세천하 오픈런 하기!!!!!계화탕 먹어~,,https://cafe.naver.com/halfftime,mysmallvtuber.net,2026-06-09T07:19:45Z
2NqFsWaZtDbwNRfhfTtQ,하 쁘,,youtube,UCvz4aSIS5XOjoPw4v4U9A0g,https://www.youtube.com/channel/UCvz4aSIS5XOjoPw4v4U9A0g,하쁘 다시보기,1070,2020-07-07,,2026-06-09 16:05:02,3시 성세천하 오픈런 하기!!!!!계화탕 먹어~,,https://cafe.naver.com/halfftime,mysmallvtuber.net,2026-06-09T07:19:45Z
2NqFsWaZtDbwNRfhfTtQ,하 쁘,,chzzk,79bc9b927d5c187f9d8fa5a56b194c37,https://chzzk.naver.com/79bc9b927d5c187f9d8fa5a56b194c37,하 쁘,7292,2020-07-07,,2026-06-09 16:05:02,3시 성세천하 오픈런 하기!!!!!계화탕 먹어~,,https://cafe.naver.com/halfftime,mysmallvtuber.net,2026-06-09T07:19:45Z
fnBDq9pNjQnPdW2WWUrj,하네ㅣHane,Hane,youtube,UC4Fg7aEB30TAkgCi2bONIgQ,https://www.youtube.com/channel/UC4Fg7aEB30TAkgCi2bONIgQ,하네 Hane,14300,2025-02-22,,2026-06-09 16:10:03,영구꾸인이 중국어를 한국 자막으로 보는 어지러운 하루[성세천하 여제의 탄생],otw_hane,https://cafe.naver.com/otwoffical,mysmallvtuber.net,2026-06-09T07:19:45Z
fnBDq9pNjQnPdW2WWUrj,하네ㅣHane,Hane,youtube,UCcZFelgTMiob5kFYdO_q_HQ,https://www.youtube.com/channel/UCcZFelgTMiob5kFYdO_q_HQ,다시하네,1190,2025-02-22,,2026-06-09 16:10:03,영구꾸인이 중국어를 한국 자막으로 보는 어지러운 하루[성세천하 여제의 탄생],otw_hane,https://cafe.naver.com/otwoffical,mysmallvtuber.net,2026-06-09T07:19:45Z
fnBDq9pNjQnPdW2WWUrj,하네ㅣHane,Hane,chzzk,7b9c6553913c755812ef2cd9fbe1dc5c,https://chzzk.naver.com/7b9c6553913c755812ef2cd9fbe1dc5c,하네ㅣHane,21494,2025-02-22,,2026-06-09 16:10:03,영구꾸인이 중국어를 한국 자막으로 보는 어지러운 하루[성세천하 여제의 탄생],otw_hane,https://cafe.naver.com/otwoffical,mysmallvtuber.net,2026-06-09T07:19:45Z
3WRedP5We6GyadaHavw2,리 이,,youtube,UCB3e-X7Wbn9x3jq29yvzzOw,https://www.youtube.com/channel/UCB3e-X7Wbn9x3jq29yvzzOw,리이 LEEE,844,2023-06-10,,2026-06-09 16:08:02,"나는야 물고기라네(w. 서몽, 청예솔)",LEEEUx_xU,https://cafe.naver.com/linkforyou,mysmallvtuber.net,2026-06-09T07:19:45Z
